Частота,Сигнал 0,Сигнал 0 + шум,Сигнал 1,Сигнал 1 + шум,Сигнал 2,Сигнал 2 + шум
4539,0.00000000000000478,0.0030110000000000,0.00000000000001016,0.0014880000000000,0.0000000000000204,0.00088200000000000
4540,0.00000000000000193,0.0038470000000000,0.00000000000000395,0.0011060000000000,0.0000000000000074,0.0016710000000000
4541,0.00000000000000343,0.0018740000000000,0.00000000000000334,0.0013280000000000,0.00000000000001015,0.0029210000000000
4542,0.00000000000000138,0.0054540000000000,0.00000000000000471,0.0022090000000000,0.00000000000000521,0.0030940000000000
4543,0.00000000000001970,0.0030270000000000,0.00000000000002090,0.0016640000000000,0.0000000000000628,0.00093500000000000
4544,0.00000000000000643,0.0043460000000000,0.00000000000001339,0.0035310000000000,0.00000000000002965,0.0022840000000000
4545,0.00000000000000936,0.0037480000000000,0.00000000000001025,0.0017320000000000,0.00000000000002822,0.0046040000000000
4546,0.00000000000000167,0.0049300000000000,0.00000000000000294,0.0020460000000000,0.00000000000000699,0.0016500000000000
4547,0.00000000000000802,0.003183000000000,0.00000000000000711,0.0023860000000000,0.00000000000001664,0.0017960000000000
4548,0.00000000000000716,0.0032060000000000,0.0000000000000076,0.0020320000000000,0.00000000000002328,0.00082500000000000
4549,0.000000000000001,0.0020770000000000,0.00000000000000381,0.00040800000000000,0.000000000000004,0.0035790000000000
4550,0.00000000000000179,0.00118000000000,0.00000000000000237,0.0021410000000000,0.00000000000000388,0.0010610000000000
4551,0.00000000000000033,0.0029350000000000,0.00000000000000271,0.0036420000000000,0.00000000000000332,0.0020450000000000
4552,0.00000000000000301,0.002746000000000,0.00000000000000674,0.0029490000000000,0.00000000000001224,0.0032360000000000
4553,0.00000000000000117,0.0051920000000000,0.00000000000000506,0.00259500000000,0.00000000000000760,0.0011290000000000
4554,0.00000000000000425,0.0014620000000000,0.00000000000000674,0.0044460000000000,0.00000000000001448,0.00086500000000000
4555,0.00000000000000108,0.00073600000000000,0.0000000000000033,0.0016050000000000,0.00000000000000355,0.00070700000000000
4556,0.00000000000000334,0.0026990000000000,0.00000000000000726,0.0020240000000000,0.00000000000001536,0.00059300000000000
4557,0.0000000000000013,0.0042250000000000,0.00000000000000308,0.0018080000000000,0.00000000000000535,0.0016780000000000
4558,0.00000000000000650,0.0022070000000000,0.00000000000001317,0.0017320000000000,0.00000000000003101,0.0025450000000000
4559,0.00000000000000591,0.0030730000000000,0.00000000000000977,0.0016270000000000,0.00000000000002254,0.0024930000000000
4560,0.00000000000000127,0.0014780000000000,0.00000000000000399,0.0018080000000000,0.00000000000001040,0.0011210000000000
4561,0.00000000000000165,0.0012140000000000,0.00000000000000878,0.0030590000000000,0.00000000000001873,0.0028300000000000
4562,0.00000000000001269,0.0031790000000000,0.00000000000001348,0.0028620000000000,0.00000000000003995,0.0043680000000000
4563,0.0000000000000004,0.0028040000000000,0.00000000000000285,0.0038800000000000,0.00000000000000705,0.0022230000000000
4564,0.00000000000000082,0.0031220000000000,0.00000000000000251,0.00027800000000000,0.00000000000000594,0.0039920000000000
4565,0.00000000000000090,0.0031140000000000,0.00000000000000676,0.0011490000000000,0.00000000000000725,0.0022920000000000
4566,0.00000000000000156,0.0022590000000000,0.00000000000000810,0.0045420000000000,0.00000000000000755,0.0030740000000000
4567,0.00000000000000247,0.0028950000000000,0.00000000000000530,0.0031210000000000,0.00000000000001181,0.00447400000000
4568,0.00000000000000268,0.0032230000000000,0.0000000000000044,0.0038280000000000,0.000000000000012,0.00444700000000
4569,0.00000000000000327,0.0013690000000000,0.00000000000000246,0.0020790000000000,0.0000000000000068,0.0055740000000000
4570,0.00000000000000472,0.0029400000000000,0.00000000000000894,0.0023460000000000,0.00000000000001907,0.0009090000000000
4571,0.00000000000000075,0.0013470000000000,0.00000000000000484,0.0019860000000000,0.00000000000000863,0.0039340000000000
4572,0.00000000000000174,0.00073000000000000,0.00000000000000398,0.0022810000000000,0.00000000000000645,0.0012070000000000
4573,0.00000000000000213,0.00086000000000000,0.00000000000001556,0.00065000000000000,0.00000000000002227,0.0013790000000000
4574,0.00000000000000519,0.001231000000000,0.00000000000000449,0.0042050000000000,0.00000000000001333,0.0034980000000000
4575,0.00000000000000236,0.0023200000000000,0.00000000000002405,0.0021290000000000,0.00000000000004227,0.0041590000000000
4576,0.00000000000000269,0.0029520000000000,0.00000000000000820,0.0015380000000000,0.00000000000000530,0.0012970000000000
